Race,Percentage,Sch_Div
Native Hawaiian  or Pacific Islander,0.292568754,Princess Anne High Virginia Beach City Public Schools
"White, not of Hispanic origin",79.10447761,Princess Anne Middle Virginia Beach City Public Schools
Hispanic,8.582089552,Princess Anne Middle Virginia Beach City Public Schools
"Non-Hispanic, two or more races",4.925373134,Princess Anne Middle Virginia Beach City Public Schools
"Black, not of Hispanic origin",4.029850746,Princess Anne Middle Virginia Beach City Public Schools
Asian,2.611940299,Princess Anne Middle Virginia Beach City Public Schools
Native Hawaiian  or Pacific Islander,0.671641791,Princess Anne Middle Virginia Beach City Public Schools
American Indian or Alaska Native,0.074626866,Princess Anne Middle Virginia Beach City Public Schools
"White, not of Hispanic origin",48.12734082,Providence Elementary Virginia Beach City Public Schools
"Black, not of Hispanic origin",20.59925094,Providence Elementary Virginia Beach City Public Schools
Hispanic,12.7340824,Providence Elementary Virginia Beach City Public Schools
"Non-Hispanic, two or more races",11.23595506,Providence Elementary Virginia Beach City Public Schools
Asian,5.992509363,Providence Elementary Virginia Beach City Public Schools
Native Hawaiian  or Pacific Islander,1.123595506,Providence Elementary Virginia Beach City Public Schools
American Indian or Alaska Native,0.187265918,Providence Elementary Virginia Beach City Public Schools
"White, not of Hispanic origin",75.3820034,Red Mill Elementary Virginia Beach City Public Schools
Hispanic,7.979626486,Red Mill Elementary Virginia Beach City Public Schools
"Non-Hispanic, two or more races",7.470288625,Red Mill Elementary Virginia Beach City Public Schools
Asian,4.244482173,Red Mill Elementary Virginia Beach City Public Schools
"Black, not of Hispanic origin",3.904923599,Red Mill Elementary Virginia Beach City Public Schools
Native Hawaiian  or Pacific Islander,1.018675722,Red Mill Elementary Virginia Beach City Public Schools
"Black, not of Hispanic origin",38.37209302,Rosemont Elementary Virginia Beach City Public Schools
"White, not of Hispanic origin",25.11627907,Rosemont Elementary Virginia Beach City Public Schools
"Non-Hispanic, two or more races",16.27906977,Rosemont Elementary Virginia Beach City Public Schools
Hispanic,13.25581395,Rosemont Elementary Virginia Beach City Public Schools
Asian,6.279069767,Rosemont Elementary Virginia Beach City Public Schools
Native Hawaiian  or Pacific Islander,0.465116279,Rosemont Elementary Virginia Beach City Public Schools
American Indian or Alaska Native,0.23255814,Rosemont Elementary Virginia Beach City Public Schools
Hispanic,13.7667304,Rosemont Forest Elementary Virginia Beach City Public Schools
"White, not of Hispanic origin",43.21223709,Rosemont Forest Elementary Virginia Beach City Public Schools
Native Hawaiian  or Pacific Islander,1.338432122,Rosemont Forest Elementary Virginia Beach City Public Schools
"Black, not of Hispanic origin",14.53154876,Rosemont Forest Elementary Virginia Beach City Public Schools
"Non-Hispanic, two or more races",16.44359465,Rosemont Forest Elementary Virginia Beach City Public Schools
Asian,10.70745698,Rosemont Forest Elementary Virginia Beach City Public Schools
American Indian or Alaska Native,1.121495327,Salem Elementary Virginia Beach City Public Schools
"White, not of Hispanic origin",33.64485981,Salem Elementary Virginia Beach City Public Schools
Asian,24.85981308,Salem Elementary Virginia Beach City Public Schools
"Black, not of Hispanic origin",18.31775701,Salem Elementary Virginia Beach City Public Schools
Hispanic,12.71028037,Salem Elementary Virginia Beach City Public Schools
"Non-Hispanic, two or more races",8.785046729,Salem Elementary Virginia Beach City Public Schools
Native Hawaiian  or Pacific Islander,0.560747664,Salem Elementary Virginia Beach City Public Schools
"White, not of Hispanic origin",37.68028846,Salem High Virginia Beach City Public Schools
"Black, not of Hispanic origin",26.68269231,Salem High Virginia Beach City Public Schools
Hispanic,13.22115385,Salem High Virginia Beach City Public Schools
"Non-Hispanic, two or more races",12.56009615,Salem High Virginia Beach City Public Schools
Asian,8.713942308,Salem High Virginia Beach City Public Schools
Native Hawaiian  or Pacific Islander,0.901442308,Salem High Virginia Beach City Public Schools
American Indian or Alaska Native,0.240384615,Salem High Virginia Beach City Public Schools
"White, not of Hispanic origin",36.05381166,Salem Middle Virginia Beach City Public Schools
"Black, not of Hispanic origin",24.66367713,Salem Middle Virginia Beach City Public Schools
Hispanic,15.60538117,Salem Middle Virginia Beach City Public Schools
"Non-Hispanic, two or more races",12.73542601,Salem Middle Virginia Beach City Public Schools
Asian,10.31390135,Salem Middle Virginia Beach City Public Schools
Native Hawaiian  or Pacific Islander,0.538116592,Salem Middle Virginia Beach City Public Schools
American Indian or Alaska Native,0.089686099,Salem Middle Virginia Beach City Public Schools
"Black, not of Hispanic origin",54.74254743,Seatack Elementary an Achievable Dream Academy Virginia Beach City Public Schools
Hispanic,17.61517615,Seatack Elementary an Achievable Dream Academy Virginia Beach City Public Schools
"White, not of Hispanic origin",16.53116531,Seatack Elementary an Achievable Dream Academy Virginia Beach City Public Schools
"Non-Hispanic, two or more races",10.56910569,Seatack Elementary an Achievable Dream Academy Virginia Beach City Public Schools
Asian,0.27100271,Seatack Elementary an Achievable Dream Academy Virginia Beach City Public Schools
Native Hawaiian  or Pacific Islander,0.27100271,Seatack Elementary an Achievable Dream Academy Virginia Beach City Public Schools
"White, not of Hispanic origin",48.21852732,Shelton Park Elementary Virginia Beach City Public Schools
Hispanic,20.66508314,Shelton Park Elementary Virginia Beach City Public Schools
"Black, not of Hispanic origin",14.96437055,Shelton Park Elementary Virginia Beach City Public Schools
"Non-Hispanic, two or more races",12.11401425,Shelton Park Elementary Virginia Beach City Public Schools
Asian,2.137767221,Shelton Park Elementary Virginia Beach City Public Schools
Native Hawaiian  or Pacific Islander,1.90023753,Shelton Park Elementary Virginia Beach City Public Schools
"White, not of Hispanic origin",69.76351351,Strawbridge Elementary Virginia Beach City Public Schools
Hispanic,10.47297297,Strawbridge Elementary Virginia Beach City Public Schools
"Non-Hispanic, two or more races",9.459459459,Strawbridge Elementary Virginia Beach City Public Schools
"Black, not of Hispanic origin",5.405405405,Strawbridge Elementary Virginia Beach City Public Schools
Asian,4.560810811,Strawbridge Elementary Virginia Beach City Public Schools
Native Hawaiian  or Pacific Islander,0.337837838,Strawbridge Elementary Virginia Beach City Public Schools
"White, not of Hispanic origin",29.60992908,Tallwood Elementary Virginia Beach City Public Schools
"Black, not of Hispanic origin",26.77304965,Tallwood Elementary Virginia Beach City Public Schools
"Non-Hispanic, two or more races",15.60283688,Tallwood Elementary Virginia Beach City Public Schools
Hispanic,14.18439716,Tallwood Elementary Virginia Beach City Public Schools
Asian,12.58865248,Tallwood Elementary Virginia Beach City Public Schools
Native Hawaiian  or Pacific Islander,1.063829787,Tallwood Elementary Virginia Beach City Public Schools
American Indian or Alaska Native,0.177304965,Tallwood Elementary Virginia Beach City Public Schools
"Black, not of Hispanic origin",34.04139434,Tallwood High Virginia Beach City Public Schools
"White, not of Hispanic origin",33.76906318,Tallwood High Virginia Beach City Public Schools
Hispanic,12.03703704,Tallwood High Virginia Beach City Public Schools
"Non-Hispanic, two or more races",11.65577342,Tallwood High Virginia Beach City Public Schools
Asian,7.625272331,Tallwood High Virginia Beach City Public Schools
Native Hawaiian  or Pacific Islander,0.816993464,Tallwood High Virginia Beach City Public Schools
American Indian or Alaska Native,0.054466231,Tallwood High Virginia Beach City Public Schools
"White, not of Hispanic origin",32.72058824,Thalia Elementary Virginia Beach City Public Schools
"Black, not of Hispanic origin",32.53676471,Thalia Elementary Virginia Beach City Public Schools
Hispanic,17.27941176,Thalia Elementary Virginia Beach City Public Schools
"Non-Hispanic, two or more races",13.60294118,Thalia Elementary Virginia Beach City Public Schools
Asian,3.125,Thalia Elementary Virginia Beach City Public Schools
American Indian or Alaska Native,0.551470588,Thalia Elementary Virginia Beach City Public Schools
Native Hawaiian  or Pacific Islander,0.183823529,Thalia Elementary Virginia Beach City Public Schools
"White, not of Hispanic origin",69.18844567,Thoroughgood Elementary Virginia Beach City Public Schools
Hispanic,9.766162311,Thoroughgood Elementary Virginia Beach City Public Schools
"Non-Hispanic, two or more races",7.42778542,Thoroughgood Elementary Virginia Beach City Public Schools
Asian,6.74002751,Thoroughgood Elementary Virginia Beach City Public Schools
"Black, not of Hispanic origin",6.327372765,Thoroughgood Elementary Virginia Beach City Public Schools
Native Hawaiian  or Pacific Islander,0.550206327,Thoroughgood Elementary Virginia Beach City Public Schools
"White, not of Hispanic origin",69.81707317,Three Oaks Elementary Virginia Beach City Public Schools
"Non-Hispanic, two or more races",12.34756098,Three Oaks Elementary Virginia Beach City Public Schools
Hispanic,9.146341463,Three Oaks Elementary Virginia Beach City Public Schools
Asian,5.030487805,Three Oaks Elementary Virginia Beach City Public Schools
"Black, not of Hispanic origin",3.506097561,Three Oaks Elementary Virginia Beach City Public Schools
Native Hawaiian  or Pacific Islander,0.152439024,Three Oaks Elementary Virginia Beach City Public Schools
"White, not of Hispanic origin",73.58121331,Trantwood Elementary Virginia Beach City Public Schools
Hispanic,8.610567515,Trantwood Elementary Virginia Beach City Public Schools
"Black, not of Hispanic origin",7.632093933,Trantwood Elementary Virginia Beach City Public Schools
"Non-Hispanic, two or more races",7.045009785,Trantwood Elementary Virginia Beach City Public Schools
Asian,2.935420744,Trantwood Elementary Virginia Beach City Public Schools
Native Hawaiian  or Pacific Islander,0.195694716,Trantwood Elementary Virginia Beach City Public Schools
"White, not of Hispanic origin",51.37318255,Virginia Beach Middle Virginia Beach City Public Schools
Hispanic,19.06300485,Virginia Beach Middle Virginia Beach City Public Schools
"Black, not of Hispanic origin",16.63974152,Virginia Beach Middle Virginia Beach City Public Schools
"Non-Hispanic, two or more races",9.046849758,Virginia Beach Middle Virginia Beach City Public Schools
Asian,3.715670436,Virginia Beach Middle Virginia Beach City Public Schools
American Indian or Alaska Native,0.161550889,Virginia Beach Middle Virginia Beach City Public Schools
"White, not of Hispanic origin",57.87476281,W.T. Cooke Elementary Virginia Beach City Public Schools
Hispanic,21.0626186,W.T. Cooke Elementary Virginia Beach City Public Schools
"Non-Hispanic, two or more races",10.43643264,W.T. Cooke Elementary Virginia Beach City Public Schools
"Black, not of Hispanic origin",7.590132827,W.T. Cooke Elementary Virginia Beach City Public Schools
Asian,2.466793169,W.T. Cooke Elementary Virginia Beach City Public Schools
American Indian or Alaska Native,0.379506641,W.T. Cooke Elementary Virginia Beach City Public Schools
Native Hawaiian  or Pacific Islander,0.189753321,W.T. Cooke Elementary Virginia Beach City Public Schools
"White, not of Hispanic origin",34.38985737,White Oaks Elementary Virginia Beach City Public Schools
"Black, not of Hispanic origin",28.52614897,White Oaks Elementary Virginia Beach City Public Schools
Hispanic,19.65134707,White Oaks Elementary Virginia Beach City Public Schools
"Non-Hispanic, two or more races",11.8858954,White Oaks Elementary Virginia Beach City Public Schools
Asian,4.754358162,White Oaks Elementary Virginia Beach City Public Schools
Native Hawaiian  or Pacific Islander,0.792393027,White Oaks Elementary Virginia Beach City Public Schools
"Black, not of Hispanic origin",71.42857143,Williams Elementary Virginia Beach City Public Schools
Hispanic,12.90322581,Williams Elementary Virginia Beach City Public Schools
"Non-Hispanic, two or more races",7.142857143,Williams Elementary Virginia Beach City Public Schools
"White, not of Hispanic origin",6.221198157,Williams Elementary Virginia Beach City Public Schools
Asian,1.382488479,Williams Elementary Virginia Beach City Public Schools
American Indian or Alaska Native,0.460829493,Williams Elementary Virginia Beach City Public Schools
Native Hawaiian  or Pacific Islander,0.460829493,Williams Elementary Virginia Beach City Public Schools
"White, not of Hispanic origin",35.85657371,Windsor Oaks Elementary Virginia Beach City Public Schools
"Black, not of Hispanic origin",31.67330677,Windsor Oaks Elementary Virginia Beach City Public Schools
Hispanic,16.13545817,Windsor Oaks Elementary Virginia Beach City Public Schools
"Non-Hispanic, two or more races",12.15139442,Windsor Oaks Elementary Virginia Beach City Public Schools
Asian,3.386454183,Windsor Oaks Elementary Virginia Beach City Public Schools
American Indian or Alaska Native,0.597609562,Windsor Oaks Elementary Virginia Beach City Public Schools
Native Hawaiian  or Pacific Islander,0.199203187,Windsor Oaks Elementary Virginia Beach City Public Schools
"White, not of Hispanic origin",52.74463007,Windsor Woods Elementary Virginia Beach City Public Schools
"Black, not of Hispanic origin",16.70644391,Windsor Woods Elementary Virginia Beach City Public Schools
Hispanic,16.70644391,Windsor Woods Elementary Virginia Beach City Public Schools
"Non-Hispanic, two or more races",9.069212411,Windsor Woods Elementary Virginia Beach City Public Schools
Asian,4.534606205,Windsor Woods Elementary Virginia Beach City Public Schools
Native Hawaiian  or Pacific Islander,0.238663484,Windsor Woods Elementary Virginia Beach City Public Schools
"White, not of Hispanic origin",45.71865443,Woodstock Elementary Virginia Beach City Public Schools
"Black, not of Hispanic origin",25.5351682,Woodstock Elementary Virginia Beach City Public Schools
"Non-Hispanic, two or more races",12.3853211,Woodstock Elementary Virginia Beach City Public Schools
Hispanic,10.70336391,Woodstock Elementary Virginia Beach City Public Schools
Asian,5.351681957,Woodstock Elementary Virginia Beach City Public Schools
Native Hawaiian  or Pacific Islander,0.305810398,Woodstock Elementary Virginia Beach City Public Schools
"White, not of Hispanic origin",77.6119403,A.S. Rhodes Elementary Warren County Public Schools
"Non-Hispanic, two or more races",9.701492537,A.S. Rhodes Elementary Warren County Public Schools
Hispanic,8.955223881,A.S. Rhodes Elementary Warren County Public Schools
"Black, not of Hispanic origin",2.985074627,A.S. Rhodes Elementary Warren County Public Schools
Asian,0.746268657,A.S. Rhodes Elementary Warren County Public Schools
"White, not of Hispanic origin",63.38912134,E. Wilson Morrison Elementary Warren County Public Schools
"Black, not of Hispanic origin",14.0167364,E. Wilson Morrison Elementary Warren County Public Schools
Hispanic,12.34309623,E. Wilson Morrison Elementary Warren County Public Schools
"Non-Hispanic, two or more races",8.9958159,E. Wilson Morrison Elementary Warren County Public Schools
Asian,1.046025105,E. Wilson Morrison Elementary Warren County Public Schools
American Indian or Alaska Native,0.209205021,E. Wilson Morrison Elementary Warren County Public Schools
"White, not of Hispanic origin",72.08237986,Hilda J. Barbour Elementary Warren County Public Schools
Hispanic,14.18764302,Hilda J. Barbour Elementary Warren County Public Schools
"Non-Hispanic, two or more races",7.780320366,Hilda J. Barbour Elementary Warren County Public Schools
"Black, not of Hispanic origin",4.805491991,Hilda J. Barbour Elementary Warren County Public Schools
Asian,0.915331808,Hilda J. Barbour Elementary Warren County Public Schools
Native Hawaiian  or Pacific Islander,0.228832952,Hilda J. Barbour Elementary Warren County Public Schools
"White, not of Hispanic origin",80.49713193,Leslie Fox Keyser Elementary Warren County Public Schools
Hispanic,8.413001912,Leslie Fox Keyser Elementary Warren County Public Schools
"Non-Hispanic, two or more races",7.648183556,Leslie Fox Keyser Elementary Warren County Public Schools
"Black, not of Hispanic origin",2.676864245,Leslie Fox Keyser Elementary Warren County Public Schools
Asian,0.573613767,Leslie Fox Keyser Elementary Warren County Public Schools
American Indian or Alaska Native,0.191204589,Leslie Fox Keyser Elementary Warren County Public Schools
"White, not of Hispanic origin",78.37837838,Ressie Jeffries Elementary Warren County Public Schools
Hispanic,7.094594595,Ressie Jeffries Elementary Warren County Public Schools
"Black, not of Hispanic origin",6.756756757,Ressie Jeffries Elementary Warren County Public Schools
"Non-Hispanic, two or more races",6.25,Ressie Jeffries Elementary Warren County Public Schools
American Indian or Alaska Native,0.675675676,Ressie Jeffries Elementary Warren County Public Schools
Asian,0.675675676,Ressie Jeffries Elementary Warren County Public Schools
Native Hawaiian  or Pacific Islander,0.168918919,Ressie Jeffries Elementary Warren County Public Schools
"White, not of Hispanic origin",75.2553916,Skyline High Warren County Public Schools
"Non-Hispanic, two or more races",8.513053348,Skyline High Warren County Public Schools
Hispanic,8.286038593,Skyline High Warren County Public Schools
"Black, not of Hispanic origin",6.583427923,Skyline High Warren County Public Schools
Asian,0.794551646,Skyline High Warren County Public Schools
American Indian or Alaska Native,0.454029512,Skyline High Warren County Public Schools
Native Hawaiian  or Pacific Islander,0.113507378,Skyline High Warren County Public Schools
"White, not of Hispanic origin",68.32191781,Skyline Middle Warren County Public Schools
Hispanic,12.67123288,Skyline Middle Warren County Public Schools
"Black, not of Hispanic origin",8.561643836,Skyline Middle Warren County Public Schools
"Non-Hispanic, two or more races",8.561643836,Skyline Middle Warren County Public Schools
Asian,1.883561644,Skyline Middle Warren County Public Schools
"White, not of Hispanic origin",80.14101058,Warren County High Warren County Public Schools
Hispanic,9.165687427,Warren County High Warren County Public Schools
"Non-Hispanic, two or more races",5.170387779,Warren County High Warren County Public Schools
"Black, not of Hispanic origin",3.407755582,Warren County High Warren County Public Schools
Asian,1.175088132,Warren County High Warren County Public Schools
American Indian or Alaska Native,0.470035253,Warren County High Warren County Public Schools
Native Hawaiian  or Pacific Islander,0.470035253,Warren County High Warren County Public Schools
"White, not of Hispanic origin",76.52329749,Warren County Middle Warren County Public Schools
Hispanic,9.856630824,Warren County Middle Warren County Public Schools
"Non-Hispanic, two or more races",6.451612903,Warren County Middle Warren County Public Schools
"Black, not of Hispanic origin",5.197132616,Warren County Middle Warren County Public Schools
Asian,1.075268817,Warren County Middle Warren County Public Schools
American Indian or Alaska Native,0.537634409,Warren County Middle Warren County Public Schools
Native Hawaiian  or Pacific Islander,0.358422939,Warren County Middle Warren County Public Schools
"White, not of Hispanic origin",90.70294785,Abingdon Elementary Washington County Public Schools
"Black, not of Hispanic origin",4.081632653,Abingdon Elementary Washington County Public Schools
Hispanic,2.267573696,Abingdon Elementary Washington County Public Schools
"Non-Hispanic, two or more races",1.587301587,Abingdon Elementary Washington County Public Schools
Asian,0.907029478,Abingdon Elementary Washington County Public Schools
American Indian or Alaska Native,0.22675737,Abingdon Elementary Washington County Public Schools
Native Hawaiian  or Pacific Islander,0.22675737,Abingdon Elementary Washington County Public Schools
"White, not of Hispanic origin",87.92102207,Abingdon High Washington County Public Schools
Hispanic,4.06504065,Abingdon High Washington County Public Schools
"Non-Hispanic, two or more races",3.019744483,Abingdon High Washington County Public Schools
"Black, not of Hispanic origin",2.555168409,Abingdon High Washington County Public Schools
Asian,2.206736353,Abingdon High Washington County Public Schools
American Indian or Alaska Native,0.116144019,Abingdon High Washington County Public Schools
Native Hawaiian  or Pacific Islander,0.116144019,Abingdon High Washington County Public Schools
"White, not of Hispanic origin",95.15151515,Damascus Middle Washington County Public Schools
"Non-Hispanic, two or more races",1.818181818,Damascus Middle Washington County Public Schools
Hispanic,1.212121212,Damascus Middle Washington County Public Schools
Asian,0.606060606,Damascus Middle Washington County Public Schools
"Black, not of Hispanic origin",0.606060606,Damascus Middle Washington County Public Schools
Native Hawaiian  or Pacific Islander,0.606060606,Damascus Middle Washington County Public Schools
"White, not of Hispanic origin",89.78658537,E.B. Stanley Middle Washington County Public Schools
Hispanic,3.658536585,E.B. Stanley Middle Washington County Public Schools
"Non-Hispanic, two or more races",2.896341463,E.B. Stanley Middle Washington County Public Schools
Asian,1.829268293,E.B. Stanley Middle Washington County Public Schools
"Black, not of Hispanic origin",1.676829268,E.B. Stanley Middle Washington County Public Schools
American Indian or Alaska Native,0.152439024,E.B. Stanley Middle Washington County Public Schools
"White, not of Hispanic origin",92.75362319,Glade Spring Middle Washington County Public Schools
Hispanic,3.260869565,Glade Spring Middle Washington County Public Schools
"Non-Hispanic, two or more races",2.173913043,Glade Spring Middle Washington County Public Schools
"Black, not of Hispanic origin",1.811594203,Glade Spring Middle Washington County Public Schools
"White, not of Hispanic origin",91.63636364,Greendale Elementary Washington County Public Schools
Hispanic,4.727272727,Greendale Elementary Washington County Public Schools
"Non-Hispanic, two or more races",2.545454545,Greendale Elementary Washington County Public Schools
Asian,0.727272727,Greendale Elementary Washington County Public Schools
"Black, not of Hispanic origin",0.363636364,Greendale Elementary Washington County Public Schools
"White, not of Hispanic origin",90.42357274,High Point Elementary Washington County Public Schools
Hispanic,4.972375691,High Point Elementary Washington County Public Schools
"Non-Hispanic, two or more races",3.683241252,High Point Elementary Washington County Public Schools
American Indian or Alaska Native,0.368324125,High Point Elementary Washington County Public Schools
Asian,0.368324125,High Point Elementary Washington County Public Schools
Native Hawaiian  or Pacific Islander,0.184162063,High Point Elementary Washington County Public Schools
"Black, not of Hispanic origin",,High Point Elementary Washington County Public Schools
"White, not of Hispanic origin",94.11764706,Holston High Washington County Public Schools
Hispanic,2.573529412,Holston High Washington County Public Schools
"Non-Hispanic, two or more races",2.573529412,Holston High Washington County Public Schools
Asian,0.367647059,Holston High Washington County Public Schools
"Black, not of Hispanic origin",0.367647059,Holston High Washington County Public Schools
"White, not of Hispanic origin",94.47852761,John S. Battle High Washington County Public Schools
Hispanic,2.45398773,John S. Battle High Washington County Public Schools
"Non-Hispanic, two or more races",2.300613497,John S. Battle High Washington County Public Schools
"Black, not of Hispanic origin",0.460122699,John S. Battle High Washington County Public Schools
American Indian or Alaska Native,0.153374233,John S. Battle High Washington County Public Schools
Asian,0.153374233,John S. Battle High Washington County Public Schools
"White, not of Hispanic origin",94.07114625,Meadowview Elementary Washington County Public Schools
Hispanic,3.557312253,Meadowview Elementary Washington County Public Schools
"Non-Hispanic, two or more races",1.976284585,Meadowview Elementary Washington County Public Schools
"Black, not of Hispanic origin",0.395256917,Meadowview Elementary Washington County Public Schools
"White, not of Hispanic origin",94.23558897,Patrick Henry High Washington County Public Schools
Hispanic,2.756892231,Patrick Henry High Washington County Public Schools
"Non-Hispanic, two or more races",1.503759398,Patrick Henry High Washington County Public Schools
"Black, not of Hispanic origin",1.253132832,Patrick Henry High Washington County Public Schools
Asian,0.250626566,Patrick Henry High Washington County Public Schools
"White, not of Hispanic origin",98.48866499,Rhea Valley Elementary Washington County Public Schools
"Non-Hispanic, two or more races",0.755667506,Rhea Valley Elementary Washington County Public Schools
Hispanic,0.503778338,Rhea Valley Elementary Washington County Public Schools
Native Hawaiian  or Pacific Islander,0.251889169,Rhea Valley Elementary Washington County Public Schools
"White, not of Hispanic origin",96,Valley Institute Elementary Washington County Public Schools
"Non-Hispanic, two or more races",2.545454545,Valley Institute Elementary Washington County Public Schools
Hispanic,1.454545455,Valley Institute Elementary Washington County Public Schools
"White, not of Hispanic origin",94.06593407,Wallace Middle Washington County Public Schools
"Non-Hispanic, two or more races",3.076923077,Wallace Middle Washington County Public Schools
Hispanic,1.978021978,Wallace Middle Washington County Public Schools
"Black, not of Hispanic origin",0.659340659,Wallace Middle Washington County Public Schools
Asian,0.21978022,Wallace Middle Washington County Public Schools
"White, not of Hispanic origin",91.45907473,Watauga Elementary Washington County Public Schools
"Non-Hispanic, two or more races",3.024911032,Watauga Elementary Washington County Public Schools
Asian,2.846975089,Watauga Elementary Washington County Public Schools
Hispanic,2.135231317,Watauga Elementary Washington County Public Schools
"Black, not of Hispanic origin",0.355871886,Watauga Elementary Washington County Public Schools
Native Hawaiian  or Pacific Islander,0.177935943,Watauga Elementary Washington County Public Schools
"White, not of Hispanic origin",57.37704918,Berkeley Glenn Elementary Waynesboro City Public Schools
"Non-Hispanic, two or more races",15.16393443,Berkeley Glenn Elementary Waynesboro City Public Schools
Hispanic,14.3442623,Berkeley Glenn Elementary Waynesboro City Public Schools
"Black, not of Hispanic origin",13.1147541,Berkeley Glenn Elementary Waynesboro City Public Schools
"White, not of Hispanic origin",50.43227666,Kate Collins Middle Waynesboro City Public Schools
Hispanic,19.02017291,Kate Collins Middle Waynesboro City Public Schools
"Black, not of Hispanic origin",18.58789625,Kate Collins Middle Waynesboro City Public Schools
"Non-Hispanic, two or more races",10.51873199,Kate Collins Middle Waynesboro City Public Schools
Asian,1.296829971,Kate Collins Middle Waynesboro City Public Schools
Native Hawaiian  or Pacific Islander,0.144092219,Kate Collins Middle Waynesboro City Public Schools
"White, not of Hispanic origin",51.95530726,Waynesboro High Waynesboro City Public Schools
Hispanic,20.55865922,Waynesboro High Waynesboro City Public Schools
"Black, not of Hispanic origin",16.08938547,Waynesboro High Waynesboro City Public Schools
"Non-Hispanic, two or more races",9.497206704,Waynesboro High Waynesboro City Public Schools
Asian,1.340782123,Waynesboro High Waynesboro City Public Schools
American Indian or Alaska Native,0.446927374,Waynesboro High Waynesboro City Public Schools
Native Hawaiian  or Pacific Islander,0.111731844,Waynesboro High Waynesboro City Public Schools
"White, not of Hispanic origin",40.17094017,Wenonah Elementary Waynesboro City Public Schools
Hispanic,34.61538462,Wenonah Elementary Waynesboro City Public Schools
"Black, not of Hispanic origin",16.66666667,Wenonah Elementary Waynesboro City Public Schools
"Non-Hispanic, two or more races",8.547008547,Wenonah Elementary Waynesboro City Public Schools
"White, not of Hispanic origin",57.48031496,Westwood Hills Elementary Waynesboro City Public Schools
Hispanic,17.58530184,Westwood Hills Elementary Waynesboro City Public Schools
"Black, not of Hispanic origin",13.12335958,Westwood Hills Elementary Waynesboro City Public Schools
"Non-Hispanic, two or more races",10.49868766,Westwood Hills Elementary Waynesboro City Public Schools
Asian,1.049868766,Westwood Hills Elementary Waynesboro City Public Schools
Native Hawaiian  or Pacific Islander,0.262467192,Westwood Hills Elementary Waynesboro City Public Schools
"White, not of Hispanic origin",44.52214452,William Perry Elementary Waynesboro City Public Schools
Hispanic,20.27972028,William Perry Elementary Waynesboro City Public Schools
"Black, not of Hispanic origin",17.01631702,William Perry Elementary Waynesboro City Public Schools
"Non-Hispanic, two or more races",15.85081585,William Perry Elementary Waynesboro City Public Schools
Asian,1.864801865,William Perry Elementary Waynesboro City Public Schools
American Indian or Alaska Native,0.233100233,William Perry Elementary Waynesboro City Public Schools
Native Hawaiian  or Pacific Islander,0.233100233,William Perry Elementary Waynesboro City Public Schools
"White, not of Hispanic origin",72.02216066,West Point Elementary West Point Public Schools
"Black, not of Hispanic origin",12.18836565,West Point Elementary West Point Public Schools
Hispanic,7.202216066,West Point Elementary West Point Public Schools
"Non-Hispanic, two or more races",6.371191136,West Point Elementary West Point Public Schools
Asian,1.662049861,West Point Elementary West Point Public Schools
American Indian or Alaska Native,0.55401662,West Point Elementary West Point Public Schools
"White, not of Hispanic origin",68.80530973,West Point Middle/High West Point Public Schools
"Black, not of Hispanic origin",12.83185841,West Point Middle/High West Point Public Schools
"Non-Hispanic, two or more races",10.61946903,West Point Middle/High West Point Public Schools
Hispanic,3.761061947,West Point Middle/High West Point Public Schools
Asian,3.318584071,West Point Middle/High West Point Public Schools
American Indian or Alaska Native,0.663716814,West Point Middle/High West Point Public Schools
"Black, not of Hispanic origin",51.47928994,Cople Elementary Westmoreland County Public Schools
"White, not of Hispanic origin",22.4852071,Cople Elementary Westmoreland County Public Schools
Hispanic,15.38461538,Cople Elementary Westmoreland County Public Schools
"Non-Hispanic, two or more races",10.35502959,Cople Elementary Westmoreland County Public Schools
Asian,0.295857988,Cople Elementary Westmoreland County Public Schools
"White, not of Hispanic origin",38.73873874,Montross Middle Westmoreland County Public Schools
"Black, not of Hispanic origin",37.83783784,Montross Middle Westmoreland County Public Schools
Hispanic,16.21621622,Montross Middle Westmoreland County Public Schools
"Non-Hispanic, two or more races",5.705705706,Montross Middle Westmoreland County Public Schools
American Indian or Alaska Native,0.900900901,Montross Middle Westmoreland County Public Schools
Asian,0.3003003,Montross Middle Westmoreland County Public Schools
Native Hawaiian  or Pacific Islander,0.3003003,Montross Middle Westmoreland County Public Schools
"Black, not of Hispanic origin",36.90721649,Washington & Lee High Westmoreland County Public Schools
"White, not of Hispanic origin",36.90721649,Washington & Lee High Westmoreland County Public Schools
Hispanic,18.96907216,Washington & Lee High Westmoreland County Public Schools
"Non-Hispanic, two or more races",6.391752577,Washington & Lee High Westmoreland County Public Schools
Asian,0.412371134,Washington & Lee High Westmoreland County Public Schools
American Indian or Alaska Native,0.206185567,Washington & Lee High Westmoreland County Public Schools
Native Hawaiian  or Pacific Islander,0.206185567,Washington & Lee High Westmoreland County Public Schools
"White, not of Hispanic origin",54.66666667,Washington District Elementary Westmoreland County Public Schools
"Black, not of Hispanic origin",21.6,Washington District Elementary Westmoreland County Public Schools
Hispanic,14.93333333,Washington District Elementary Westmoreland County Public Schools
"Non-Hispanic, two or more races",8.266666667,Washington District Elementary Westmoreland County Public Schools
